peak_id,peak_name,name,yr_season,date,time,citizenship,gender,age,is_o2_used,is_summiter,cause_of_death
EVER,Everest,"Pemba Dorje Sherpa (Namche Bazar, Khumbu)",1974 Aut,Sep 09,19:10,Nepal,M,24,No,.,Avalanche (6400m)
EVER,Everest,"Sanu Wangel Sherpa (Taksindu, Solukhumbu)",1974 Aut,Sep 09,19:10,Nepal,M,0,No,.,Avalanche (6400m)
EVER,Everest,Zong-Yue Guo,1975 Spr,May 04,,China,M,0,Y,.,Fall (8100m)
EVER,Everest,"Mingma Nuru Sherpa (Khunde, Khumbu)",1975 Aut,Aug 23,,Nepal,M,0,No,.,Other (5000m)
EVER,Everest,Michael (Mick) Burke,1975 Aut,Sep 26,14:00,UK,M,34,Y,.,Fall (8800m)
EVER,Everest,Terry Thompson,1976 Spr,Apr 10,17:00,UK,M,39,No,.,Crevasse (6600m)
EVER,Everest,Ming-Ji Shi,1978 Spr,Dec 31,,China,M,0,.,.,AMS (5700m)
EVER,Everest,"Dawa Nuru Sherpa (Thami, Khumbu)",1978 Spr,Apr 18,13:45,Nepal,M,22,No,.,Icefall Collapse (5800m)
EVER,Everest,"Ang Phu Sherpa (Khumjung, Khumbu)",1979 Spr,May 16,07:30,Nepal,M,28,Y,Y,Fall (7600m)
EVER,Everest,Raymond Edward (Ray) Genet,1979 Aut,Oct 03,,USA,M,48,Y,Y,Exhaustion (8000m)
EVER,Everest,Hannelore Schmatz,1979 Aut,Oct 03,07:00,W Germany,F,39,Y,Y,Exhaustion (8350m)
EVER,Everest,Nima Tashi ,1979 Aut,Oct 12,,China,M,0,No,.,Avalanche (6800m)
EVER,Everest,San Luo,1979 Aut,Oct 12,,China,M,0,No,.,Avalanche (6800m)
EVER,Everest,Hong-Bao Wang,1979 Aut,Oct 12,,China,M,0,No,.,Avalanche (6800m)
EVER,Everest,Akira Ube,1980 Spr,May 02,,Japan,M,31,Y,.,Avalanche (8300m)
EVER,Everest,Nawang Kersang Sherpa,1980 Aut,Sep 06,06:00,Nepal,M,0,No,.,Icefall Collapse (5700m)
EVER,Everest,Mario (Franco) Piana,1980 Aut,Sep 22,10:30,Italy,M,37,No,.,Avalanche (6400m)
EVER,Everest,Noboru Takenaka,1980 Win,Jan 12,10:00,Japan,M,28,No,.,Fall (6800m)
EVER,Everest,Mary Francis (Marty) Hoey,1982 Spr,May 15,17:30,USA,F,30,No,.,Fall (7950m)
EVER,Everest,Peter David Boardman,1982 Spr,May 17,,UK,M,31,No,.,Disappearance (8230m)
EVER,Everest,Joseph Thomas (Joe) Tasker,1982 Spr,May 17,,UK,M,34,No,.,Disappearance (8230m)
EVER,Everest,"Ang Chuldin Sherpa (Khumjung, Khumbu)",1982 Aut,Aug 31,05:30,Nepal,M,20,No,.,Avalanche (5600m)
EVER,Everest,"Dawa Dorje Sherpa (Thami, Khumbu)",1982 Aut,Aug 31,05:30,Nepal,M,42,No,.,Avalanche (5600m)
EVER,Everest,"Pasang Sana Sherpa (Khunde, Khumbu)",1982 Aut,Aug 31,05:30,Nepal,M,30,No,.,Avalanche (5600m)
EVER,Everest,George Blair Griffiths,1982 Aut,Sep 02,09:00,Canada,M,33,No,.,Icefall Collapse (5800m)
EVER,Everest,"Lhakpa Tshering Sherpa (Namche Bazar, Khumbu)",1982 Aut,Sep 27,13:30,Nepal,M,38,.,.,Illness (non-AMS) (6770m)
EVER,Everest,Nima Dorje Sherpa,1982 Aut,Oct 14,10:30,Nepal,M,22,Y,.,Fall (8300m)
EVER,Everest,Yasuo Kato,1982 Win,Dec 28,,Japan,M,33,Y,Y,Fall (8800m)
EVER,Everest,Toshiaki Kobayashi,1982 Win,Dec 28,,Japan,M,34,Y,.,Fall (8800m)
EVER,Everest,Pasang Temba Sherpa,1983 Aut,Oct 08,17:00,Nepal,M,0,No,.,Fall (8600m)
EVER,Everest,Hironobu Kamuro,1983 Aut,Oct 08,18:00,Japan,M,31,No,Y,Fall (8800m)
EVER,Everest,Hiroshi Yoshino,1983 Aut,Oct 09,06:30,Japan,M,33,No,Y,Fall (8800m)
EVER,Everest,"Ang Rinji Sherpa (Rimijung (Phakding), Khumbu)",1984 Spr,Mar 26,08:08,Nepal,M,49,No,.,Avalanche (5600m)
EVER,Everest,Jangbir Rai,1984 Spr,Mar 28,,Nepal,M,0,No,.,AMS (4900m)
EVER,Everest,Anthony Mark (Tony) Swierzy,1984 Spr,Apr 03,06:15,UK,M,27,No,.,Avalanche (6500m)
EVER,Everest,Christo Ivanov Prodanov,1984 Spr,Apr 21,,Bulgaria,M,41,No,Y,Exposure/Frostbite (8600m)
EVER,Everest,Craig Rupert Nottle,1984 Aut,Oct 09,07:30,Australia,M,23,No,.,Fall (8140m)
EVER,Everest,William Robert (Fred) From,1984 Aut,Oct 09,08:30,Australia,M,28,No,.,Fall (8140m)
EVER,Everest,Jozef Psotka,1984 Aut,Oct 15,,Czechoslovakia,M,50,No,Y,Fall (7900m)
EVER,Everest,"Ang Dorje Sherpa (Thamo, Khumbu)",1984 Aut,Oct 24,10:00,Nepal,M,35,No,.,Fall (8400m)
EVER,Everest,Yogendra Bahadur Thapa,1984 Aut,Oct 24,10:00,Nepal,M,36,Y,.,Fall (8400m)
EVER,Everest,Juanjo Navarro,1985 Spr,May 12,,Spain,M,0,No,.,Fall (7500m)
EVER,Everest,Shinichi Ishii,1985 Aut,Sep 17,,Japan,M,33,.,.,Avalanche (6900m)
EVER,Everest,Kiran Inder Kumar,1985 Aut,Oct 07,15:30,India,M,40,Y,.,Fall (8500m)
EVER,Everest,Jai Bahaguna,1985 Aut,Oct 10,,India,M,37,Y,.,Exposure/Frostbite (7900m)
EVER,Everest,Ranmit Singh Bakshi,1985 Aut,Oct 10,,India,M,24,Y,.,Exposure/Frostbite (7950m)
EVER,Everest,Vijay Pal Singh Negi,1985 Aut,Oct 10,,India,M,28,Y,.,Exposure/Frostbite (7900m)
EVER,Everest,Maddirati Uday Bhaskar Rao,1985 Aut,Oct 10,,India,M,24,Y,.,Exposure/Frostbite (7900m)
EVER,Everest,Victor-Hugo Trujillo,1986 Sum,Aug 16,,Chile,M,22,.,.,Fall (7000m)
EVER,Everest,Simon Burkhardt,1986 Aut,Sep 28,,Switzerland,M,51,Y,.,Avalanche (7500m)
EVER,Everest,Gyalu Sherpa,1986 Aut,Oct 04,,Nepal,M,25,No,.,Icefall Collapse (5700m)
EVER,Everest,"Dawa Norbu Sherpa (Yilajung, Khumbu)",1986 Aut,Oct 17,,Nepal,M,29,No,.,Avalanche (6600m)
EVER,Everest,Tsuttin Dorji Sherpa,1986 Win,Jan 30,,Nepal,M,21,.,.,Fall (7500m)
EVER,Everest,Roger Gough Marshall,1987 Spr,May 21,10:00,Canada,M,45,No,.,Fall (6400m)
EVER,Everest,Masao Yokoyama,1987 Aut,Sep 02,,Japan,M,0,No,.,Other (5400m)
EVER,Everest,Mangal Singh (Nima) Tamang,1987 Aut,Oct 20,,Nepal,M,30,No,.,Avalanche (5800m)
EVER,Everest,Hidetaka Mizukoshi,1988 Spr,Apr 21,10:00,Japan,M,48,No,.,Illness (non-AMS) (5350m)
EVER,Everest,Michel Parmentier,1988 Aut,Sep 20,,France,M,38,No,.,Exposure/Frostbite (7700m)
EVER,Everest,Narayan Kumar Shrestha,1988 Aut,Sep 21,06:15,Nepal,M,28,No,.,Avalanche (7270m)
EVER,Everest,Lhakpa Sonam Sherpa (Makalu-Barun),1988 Aut,Oct 13,,Nepal,M,30,Y,Y,Fall (8500m)
EVER,Everest,"Pasang Temba Sherpa (Makalu-Barun (or Khumjung, Khumbu?))",1988 Aut,Oct 13,,Nepal,M,30,Y,.,Fall (8700m)
EVER,Everest,Dusan Becik,1988 Aut,Oct 17,17:30,Czechoslovakia,M,34,No,.,Fall (8300m)
EVER,Everest,Peter Bozik,1988 Aut,Oct 17,17:30,Czechoslovakia,M,34,No,.,Fall (8300m)
EVER,Everest,Jaroslav Jasko,1988 Aut,Oct 17,17:30,Czechoslovakia,M,26,No,.,Fall (8300m)
EVER,Everest,Jozef Just,1988 Aut,Oct 17,17:30,Czechoslovakia,M,33,No,Y,Fall (8300m)
EVER,Everest,"Lhakpa Dorje (Ang Lhakpa) Sherpa (Khunde, Khumbu)",1988 Win,Dec 23,08:00,Nepal,M,29,Y,.,Fall (8700m)
EVER,Everest,Dimitar Ilievski,1989 Spr,May 10,20:00,Yugoslavia,M,35,Y,Y,Fall (8500m)
EVER,Everest,"Phu Dorje Sherpa (Pangboche, Khumbu)",1989 Spr,May 16,16:00,Nepal,M,26,Y,Y,Fall (8600m)
EVER,Everest,Eugeniusz (Genek) Chrobak,1989 Spr,May 27,13:00,Poland,M,49,Y,Y,Avalanche (6000m)
EVER,Everest,Miroslaw Falco-Dasal,1989 Spr,May 27,13:00,Poland,M,36,Y,.,Avalanche (6000m)
EVER,Everest,Miroslaw Gardzielewski,1989 Spr,May 27,13:00,Poland,M,35,Y,.,Avalanche (6000m)
EVER,Everest,Zygmunt Andrzej (Zyga) Heinrich,1989 Spr,May 27,13:00,Poland,M,51,No,.,Avalanche (6000m)
EVER,Everest,Waclaw Otreba,1989 Spr,May 27,13:00,Poland,M,41,No,.,Avalanche (6000m)
EVER,Everest,"Ang Phinjo Sherpa (Khumjung, Khumbu)",1989 Win,Dec 12,15:05,Nepal,M,42,No,.,AMS (6500m)
EVER,Everest,Rafael Gomez-Menor Palacios,1990 Aut,Sep 12,,Spain,M,24,Y,.,Avalanche (6900m)
EVER,Everest,Badri Nath,1990 Aut,Sep 12,,Nepal,M,0,Y,.,Avalanche (6900m)
EVER,Everest,Ang Sona Sherpa,1990 Aut,Sep 12,,Nepal,M,0,Y,.,Avalanche (6900m)
EVER,Everest,Sang-Hun Ham,1990 Aut,Oct 07,17:00,S Korea,M,27,Y,.,Fall (8700m)
EVER,Everest,Ruediger Lang,1991 Spr,May 04,,Germany,M,35,No,.,Exposure/Frostbite (7900m)
EVER,Everest,Junichi Futagami,1991 Spr,May 27,13:30,Japan,M,39,Y,Y,Fall (8830m)
EVER,Everest,Raymond Jacob,1992 Spr,May 02,06:00,India,M,26,Y,.,Exposure/Frostbite (7900m)
EVER,Everest,Deepak Kulkarni,1992 Spr,May 02,06:00,India,M,31,No,.,Exposure/Frostbite (7800m)
EVER,Everest,"Subba Singh Tamang (Sigadi, Thulo Parsel, Kavre)",1992 Spr,May 11,,Nepal,M,43,No,.,Illness (non-AMS) (5350m)
EVER,Everest,Sher Singh,1992 Spr,May 22,16:00,India,M,0,No,.,Crevasse (5500m)
EVER,Everest,Manabu Hoshi,1992 Spr,May 23,,Japan,M,28,Y,.,Fall (8300m)
EVER,Everest,Nun Thapa,1992 Aut,Dec 31,,Nepal,M,0,No,.,Illness (non-AMS) (4270m)
EVER,Everest,Ang Gyalzen Sherpa,1992 Aut,Sep 09,,Nepal,M,41,No,.,Other (0m)
EVER,Everest,Ang Tshering Sherpa,1992 Win,Jan 15,,Nepal,M,0,No,.,Crevasse (6300m)
EVER,Everest,"Pasang Lhamu Sherpa (Surke, Khumbu & Kathmandu)",1993 Spr,Apr 23,07:30,Nepal,F,30,Y,Y,Exhaustion (8750m)
EVER,Everest,"Sonam Tshering Sherpa (Beding, Dolakha)",1993 Spr,Apr 23,07:30,Nepal,M,33,Y,Y,Fall (8750m)
EVER,Everest,Lobsang Tshering Bhotia,1993 Spr,May 10,,India,M,40,Y,Y,Fall (8600m)
EVER,Everest,Won-Woo Nam,1993 Spr,May 17,,S Korea,M,27,No,.,Fall (7800m)
EVER,Everest,Jin-Seob An,1993 Spr,May 17,09:30,S Korea,M,25,Y,Y,Fall (7600m)
EVER,Everest,Karl Gordon Henize,1993 Aut,Oct 05,,USA,M,66,No,.,AMS (6000m)
EVER,Everest,Antonio Miranda,1993 Aut,Oct 07,,Spain,M,35,Y,.,Fall (8300m)
EVER,Everest,Prem Thapa,1994 Spr,Apr 06,,Nepal,M,0,No,.,AMS (5150m)
EVER,Everest,Fang-Fang (Norman) Shih,1994 Spr,May 09,12:00,Taiwan,M,27,Y,Y,Exhaustion (8700m)
EVER,Everest,Giuseppe Vigani,1994 Spr,May 15,,Italy,M,43,Y,.,Fall (8000m)
EVER,Everest,Michael Anthony Rheinberger,1994 Spr,May 27,,Australia,M,53,Y,Y,Exhaustion (8680m)
EVER,Everest,"Mingma Norbu/Nuru Sherpa (Beding, Dolakha)",1994 Aut,Sep 12,12:00,Nepal,M,24,No,.,Avalanche (6750m)
EVER,Everest,Kami Rita Sherpa,1995 Spr,May 06,,Nepal,M,22,No,.,Fall (7100m)
EVER,Everest,Xavier Lamas Miralles,1995 Aut,Dec 31,,Spain,M,32,No,.,Avalanche (0m)
EVER,Everest,"Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)",1995 Aut,Sep 10,,Nepal,M,30,No,.,Avalanche (6900m)
EVER,Everest,"Jangbu Sherpa (Nele (Paphlu), Solukhumbu)",1995 Aut,Oct 14,,Nepal,M,28,Y,Y,Fall (8800m)
EVER,Everest,"Nawang Dorje Sherpa (Rolwaling, Dolakha)",1996 Spr,Apr 23,,Nepal,M,0,No,.,AMS (6450m)
EVER,Everest,Yu-Nan Chen,1996 Spr,May 09,06:00,Taiwan,M,36,Y,.,Fall (7200m)
EVER,Everest,Douglas (Doug) Hansen,1996 Spr,May 10,,USA,M,46,Y,Y,Exposure/Frostbite (8700m)
EVER,Everest,Andrew Michael (Andy) Harris,1996 Spr,May 10,,New Zealand,M,31,Y,Y,Fall (8400m)
EVER,Everest,Dorje Morup ,1996 Spr,May 11,,India,M,47,Y,Y,Exposure/Frostbite (8680m)
EVER,Everest,Tsewang Paljor ,1996 Spr,May 11,,India,M,28,Y,Y,Exposure/Frostbite (8550m)
EVER,Everest,Tsewang Smanla,1996 Spr,May 11,,India,M,38,Y,Y,Exposure/Frostbite (8700m)
EVER,Everest,Yasuko Namba,1996 Spr,May 11,03:00,Japan,F,47,Y,Y,Exposure/Frostbite (7900m)
EVER,Everest,Scott Eugene Fischer,1996 Spr,May 11,12:00,USA,M,40,Y,Y,Exposure/Frostbite (8400m)
EVER,Everest,Robert Edwin (Rob) Hall,1996 Spr,May 11,17:00,New Zealand,M,35,Y,Y,Exposure/Frostbite (8700m)
EVER,Everest,Reinhard Wlasich,1996 Spr,May 19,01:45,Austria,M,45,Y,.,AMS (8250m)
EVER,Everest,Bruce Herrod,1996 Spr,May 25,18:00,UK,M,37,Y,Y,Fall (8750m)
EVER,Everest,Yves Bouchon,1996 Aut,Sep 21,,France,M,47,No,.,Avalanche (7800m)
EVER,Everest,"Dawa Sherpa (Salleri, Solukhumbu)",1996 Aut,Sep 21,,Nepal,M,35,No,.,Avalanche (7800m)
EVER,Everest,"Lobsang Jangbu Sherpa (Beding, Dolakha)",1996 Aut,Sep 21,,Nepal,M,25,No,.,Avalanche (7800m)
EVER,Everest,Malcolm (Mal) Duff,1997 Spr,Apr 22,,UK,M,43,No,.,Illness (non-AMS) (5350m)
EVER,Everest,"Nima Rinji Sherpa (Lokhim, Solukhumbu)",1997 Spr,May 06,,Nepal,M,30,No,.,Fall (7600m)
EVER,Everest,Nikolai Chevtchenko,1997 Spr,May 07,,Russia,M,52,Y,Y,Exposure/Frostbite (8700m)
EVER,Everest,Ivan Plotnikov,1997 Spr,May 07,,Russia,M,36,Y,Y,Exposure/Frostbite (8700m)
EVER,Everest,"Mingmar (Mingma) Tamang (Chimding, Kerung, Solukhumbu)",1997 Spr,May 07,,Nepal,M,35,Y,.,Fall (8500m)
EVER,Everest,Alexandre Torochin,1997 Spr,May 07,14:00,Russia,M,45,Y,.,Fall (8500m)
EVER,Everest,Peter Andreas Kowalzik,1997 Spr,May 08,,Germany,M,29,No,.,Disappearance (8560m)
EVER,Everest,"Tenzing Nuru Sherpa (Yilajung (Thami), Khumbu)",1997 Spr,May 25,,Nepal,M,27,Y,Y,Fall (8800m)
EVER,Everest,Byung-Soo Choi,1997 Aut,Sep 08,,S Korea,M,33,No,.,Avalanche (6800m)
EVER,Everest,Sergei Anatolievich Arsentiev,1998 Spr,May 23,,Russia,M,39,No,Y,Disappearance (8500m)
EVER,Everest,Francys Distefano-Arsentiev,1998 Spr,May 24,08:45,USA,F,40,No,Y,Exposure/Frostbite (8600m)
EVER,Everest,Roger Buick,1998 Spr,May 26,,New Zealand,M,52,No,.,Exposure/Frostbite (7400m)
EVER,Everest,Mark Howard Jennings,1998 Spr,May 26,,UK,M,49,Y,Y,AMS (8200m)
EVER,Everest,Vasili (Vazyl) Kopytko,1999 Spr,May 08,,Ukraine,M,34,No,Y,Exposure/Frostbite (8500m)
EVER,Everest,Michael Robert Matthews,1999 Spr,May 13,,UK,M,22,Y,Y,Fall (8600m)
EVER,Everest,Tadeusz (Tadek) Kudelski,1999 Spr,May 18,17:00,Poland,M,44,Y,Y,Fall (8600m)
EVER,Everest,Pascal Debrouwer,1999 Spr,May 19,,Belgium,M,29,Y,Y,Fall (8400m)
EVER,Everest,Jeppe Stoltz,2000 Spr,May 20,06:30,Denmark,M,27,No,.,Fall (8500m)
EVER,Everest,Geng-Hua Yan,2000 Spr,May 21,,China,M,41,Y,Y,Exposure/Frostbite (8750m)
EVER,Everest,"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",2001 Spr,Apr 29,16:00,Nepal,M,35,No,.,Crevasse (6400m)
EVER,Everest,Peter Gerfried Ganner,2001 Spr,May 23,08:00,Austria,M,57,Y,.,Fall (8500m)
EVER,Everest,Mark Auricht,2001 Spr,May 24,07:00,Australia,M,37,Y,.,Illness (non-AMS) (7900m)
EVER,Everest,Aleksei (Alex) Nikiforov,2001 Spr,May 24,17:00,Russia,M,45,Y,.,AMS (8400m)
EVER,Everest,Santor Gardos,2001 Aut,Oct 17,,Hungary,M,38,No,.,Fall (7000m)
EVER,Everest,Peter Legate,2002 Spr,Apr 30,06:30,UK,M,38,No,.,Fall (7000m)
EVER,Everest,Zoran Miletic,2002 Spr,May 17,,Yugoslavia,M,41,Y,.,Unknown (7800m)
EVER,Everest,Marco Siffredi,2002 Aut,Sep 08,13:15,France,M,23,Y,Y,Fall (8600m)
EVER,Everest,Arnaud Saulnier,2003 Spr,Apr 08,,France,M,30,No,.,Illness (non-AMS) (5300m)
EVER,Everest,"Karma Gyalzen Sherpa (Kurima, Sotang, Solukhumbu)",2003 Spr,May 24,19:30,Nepal,M,28,No,.,AMS (6000m)
EVER,Everest,Jan Krysztof Liszewski,2003 Spr,May 25,,Poland,M,55,No,.,Fall (7600m)
EVER,Everest,"Bhim Bahadur Gurung (Karmaiya, Sarlahi)",2003 Spr,May 27,,Nepal,M,38,Y,Y,Crevasse (5900m)
EVER,Everest,Nils P. Antezana,2004 Spr,May 18,,USA,M,69,Y,Y,Exhaustion (8500m)
EVER,Everest,Joon-Ho Baek,2004 Spr,May 18,,S Korea,M,36,Y,.,Exhaustion (8500m)
EVER,Everest,Min Jang,2004 Spr,May 18,,S Korea,M,26,Y,Y,Exhaustion (8700m)
EVER,Everest,Mu-Taek Park,2004 Spr,May 18,,S Korea,M,34,Y,Y,Exposure/Frostbite (8500m)
EVER,Everest,Hristo Ganchev Hristov,2004 Spr,May 20,,Bulgaria,M,26,No,Y,Exhaustion (8600m)
EVER,Everest,Shoko Ota,2004 Spr,May 20,,Japan,F,63,Y,Y,Fall (8600m)
EVER,Everest,Mariana Prodanova Maslarova,2004 Spr,May 23,17:30,Bulgaria,F,43,Y,.,Disappearance (8700m)
EVER,Everest,Sean Egan,2005 Spr,Apr 28,,Canada,M,63,No,.,Illness (non-AMS) (4600m)
EVER,Everest,Michael Corey O'Brien,2005 Spr,May 02,12:00,USA,M,39,No,.,Crevasse (5800m)
EVER,Everest,Marko Lihteneker,2005 Spr,May 21,,Slovenia,M,35,Y,Y,Fall (8600m)
EVER,Everest,Sirigereshiva Shankarappa Chaitanya,2005 Spr,May 30,,India,M,31,Y,Y,Fall (8700m)
EVER,Everest,Dieter Kramer,2005 Spr,Jun 04,,Germany,M,49,Y,.,Illness (non-AMS) (8000m)
EVER,Everest,Robert William (Rob) Milne,2005 Spr,Jun 05,02:30,UK,M,48,Y,.,Illness (non-AMS) (8200m)
EVER,Everest,Tuk Bahadur Thapa Magar,2006 Spr,Apr 04,23:40,Nepal,M,32,No,.,AMS (7000m)
EVER,Everest,"Dawa Temba Sherpa (Thamo, Khumbu)",2006 Spr,Apr 21,07:30,Nepal,M,21,No,.,Icefall Collapse (5800m)
EVER,Everest,"Lhakpa Tshering/Chhiring Sherpa (Mende (Thamo), Khumbu)",2006 Spr,Apr 21,07:30,Nepal,M,35,No,.,Icefall Collapse (5800m)
EVER,Everest,"Tenzing Phinzo (Ang Phintso) Sherpa (Phortse, Khumbu)",2006 Spr,Apr 21,07:30,Nepal,M,53,No,.,Icefall Collapse (5800m)
EVER,Everest,Sri Kishan,2006 Spr,May 14,14:15,India,M,27,Y,Y,Fall (8400m)
EVER,Everest,David W. Sharp,2006 Spr,May 15,,UK,M,34,Y,.,Exhaustion (8500m)
EVER,Everest,Tomas Kenneth Olsson,2006 Spr,May 16,11:45,Sweden,M,30,Y,Y,Fall (8500m)
EVER,Everest,Jacques-Hughes Letrange,2006 Spr,May 17,18:00,France,M,39,Y,Y,Exhaustion (8600m)
EVER,Everest,Vitor Negrete,2006 Spr,May 19,02:00,Brazil,M,38,No,Y,AMS (8500m)
EVER,Everest,Igor Plyushkin,2006 Spr,May 22,11:30,Russia,M,54,Y,.,AMS (7800m)
EVER,Everest,Thomas Weber,2006 Spr,May 25,10:00,Germany,M,41,Y,.,Illness (non-AMS) (8700m)
EVER,Everest,"Dawa Sherpa (Mera, Kanku-9, Solukhumbu)",2007 Spr,Apr 26,,Nepal,M,46,No,.,Falling Rock/Ice (7200m)
EVER,Everest,Shinichi Ishii,2007 Spr,May 15,,Japan,M,63,Y,Y,AMS (8650m)
EVER,Everest,Yasuhiko Mochizuki,2007 Spr,May 16,,Japan,M,47,No,.,Unknown (7700m)
EVER,Everest,Hyun-Jo Lee,2007 Spr,May 16,01:45,S Korea,M,34,Y,.,Avalanche (7700m)
EVER,Everest,Hee-Joon Oh,2007 Spr,May 16,01:45,S Korea,M,36,Y,.,Avalanche (7700m)
EVER,Everest,Libor Kozak,2007 Spr,May 16,08:30,Czech Republic,M,47,Y,.,AMS (8300m)
EVER,Everest,Pierangelo Maurizio,2007 Spr,May 17,15:00,Italy,M,51,Y,Y,Disappearance (8800m)
EVER,Everest,Uwe Micha Johannes (Gianni) Goltz,2008 Spr,May 22,01:30,Switzerland,M,44,Y,Y,Exhaustion (8100m)
EVER,Everest,"Lhakpa Nuru Sherpa (Phurte, Khumbu)",2009 Spr,May 07,10:30,Nepal,M,33,No,.,Avalanche (5700m)
