peak_id,peak_name,name,yr_season,date,time,citizenship,gender,age,is_o2_used,is_summiter,cause_of_death
EVER,Everest,"Kazi Lama Sherpa (Taksindu-3, Solukhumbu)",2009 Spr,May 11,,Nepal,M,29,No,.,Illness (non-AMS) (5300m)
EVER,Everest,Veslav Chrzaszcz,2009 Spr,May 18,19:00,Czech Republic,M,47,No,.,Illness (non-AMS) (7000m)
EVER,Everest,Wen-Hong Wu,2009 Spr,May 19,04:00,China,M,40,Y,Y,AMS (8750m)
EVER,Everest,Frank Ziebarth,2009 Spr,May 21,,Germany,M,29,No,Y,AMS (8700m)
EVER,Everest,Laszlo Alfred (Konyi) Varkonyi,2010 Spr,Apr 26,12:00,Hungary,M,53,No,.,Avalanche (6800m)
EVER,Everest,Hiroshi Ogasawara,2010 Spr,May 25,01:30,Japan,M,62,Y,Y,Exhaustion (8400m)
EVER,Everest,Peter Kinloch,2010 Spr,May 26,02:00,UK,M,28,Y,Y,Exhaustion (8600m)
EVER,Everest,Rick Howe Hitch,2011 Spr,May 01,,USA,M,55,No,.,Illness (non-AMS) (7300m)
EVER,Everest,Shailendra Kumar Upadhyay,2011 Spr,May 09,16:00,Nepal,M,81,No,.,AMS (5600m)
EVER,Everest,Takashi Ozaki,2011 Spr,May 12,14:45,Japan,M,58,Y,.,AMS (8600m)
EVER,Everest,John Delaney,2011 Spr,May 21,04:30,Ireland,M,42,Y,.,Exhaustion (8750m)
EVER,Everest,"Karsang Namgyal/Namgel Sherpa (Thami, Khumbu)",2012 Spr,Apr 17,,Nepal,M,40,No,.,Illness (non-AMS) (5350m)
EVER,Everest,Ramesh Narad Gulave,2012 Spr,Apr 20,,India,M,33,No,.,Illness (non-AMS) (5350m)
EVER,Everest,"Namgyal Tshering (Namgyal Chhiri) Sherpa (Khumjung, Khumbu)",2012 Spr,Apr 21,,Nepal,M,29,No,.,Crevasse (6200m)
EVER,Everest,"Dawa Tenzing (Da Tenzing) Sherpa (Phortse, Khumbu)",2012 Spr,May 01,,Nepal,M,41,No,.,Illness (non-AMS) (6200m)
EVER,Everest,Wen-Yi Ha,2012 Spr,May 19,,China,M,54,Y,Y,Exhaustion (8400m)
EVER,Everest,Shriya Shah-Klorfine,2012 Spr,May 19,,Canada,F,33,Y,Y,Exhaustion (8400m)
EVER,Everest,Won-Bin Song,2012 Spr,May 19,,S Korea,M,44,Y,Y,AMS (8400m)
EVER,Everest,Erich Eberhard Schaaf,2012 Spr,May 19,15:00,Germany,M,61,Y,Y,AMS (8760m)
EVER,Everest,Ralf Dieter Arnold,2012 Spr,May 20,,Germany,M,41,No,Y,Fall (8700m)
EVER,Everest,Juan Jose Polo Carbayo,2012 Spr,May 20,,Spain,M,43,Y,Y,Exhaustion (8500m)
EVER,Everest,"Mingma Sherpa (Tapting, Solukhumbu)",2013 Spr,Apr 07,,Nepal,M,44,No,.,Crevasse (5800m)
EVER,Everest,Sergey Ponomarev,2013 Spr,May 05,,Russia,M,43,No,.,Other (6500m)
EVER,Everest,"Da Rita Sherpa (Phortse, Khumbu)",2013 Spr,May 05,,Nepal,M,36,No,.,Illness (non-AMS) (7300m)
EVER,Everest,"Lobsang Sherpa (Kharikhola, Solukhumbu)",2013 Spr,May 07,,Nepal,M,22,No,.,Fall (7500m)
EVER,Everest,Alexei Bolotov,2013 Spr,May 15,,Russia,M,50,No,.,Fall (5400m)
EVER,Everest,"Namgyal Sherpa (Rakha Bangdel-5, Khotang)",2013 Spr,May 16,08:00,Nepal,M,35,Y,Y,Illness (non-AMS) (8200m)
EVER,Everest,Mohammed Khalid Hossain,2013 Spr,May 21,05:00,Bangladesh,M,36,No,Y,AMS (8000m)
EVER,Everest,Sung-Ho Seo,2013 Spr,May 21,05:00,S Korea,M,33,No,Y,AMS (8000m)
EVER,Everest,"Mingma Tenzing Sherpa (Namche Bazar, Khumbu)",2014 Spr,Apr 02,,Nepal,M,26,No,.,AMS (5350m)
EVER,Everest,"Aash Bahadur Gurung (Laprak-7, Gorkha)",2014 Spr,Apr 18,06:45,Nepal,M,0,No,.,Avalanche (5800m)
EVER,Everest,Dorje Khatri,2014 Spr,Apr 18,06:45,Nepal,M,45,No,.,Avalanche (5800m)
EVER,Everest,"Ang Kazi (Ankaji) Sherpa (Chitre, Sisuwa-9, Makalu-Barun)",2014 Spr,Apr 18,06:45,Nepal,M,35,No,.,Avalanche (5800m)
EVER,Everest,"Ang Tshiri Sherpa (Thamo, Khumbu)",2014 Spr,Apr 18,06:45,Nepal,M,60,No,.,Avalanche (5800m)
EVER,Everest,"Chhiring Ongchu Sherpa (Khumjung, Khumbu)",2014 Spr,Apr 18,06:45,Nepal,M,33,No,.,Avalanche (5800m)
EVER,Everest,"Dorje Sherpa (Namche-6, Khumbu)",2014 Spr,Apr 18,06:45,Nepal,M,49,No,.,Avalanche (5800m)
EVER,Everest,"Lhakpa Tenjing Sherpa (Khumjung, Khumbu)",2014 Spr,Apr 18,06:45,Nepal,M,24,No,.,Avalanche (5800m)
EVER,Everest,"Mingma Nuru Sherpa (Namche-4, Khumbu)",2014 Spr,Apr 18,06:45,Nepal,M,31,No,.,Avalanche (5800m)
EVER,Everest,"Ngima Sherpa (Taksindu-3, Solukhumbu)",2014 Spr,Apr 18,06:45,Nepal,M,27,No,.,Avalanche (5800m)
EVER,Everest,"Pasang Karma Sherpa (Bupsa, Jubing-5, Solukhumbu)",2014 Spr,Apr 18,06:45,Nepal,M,38,No,.,Avalanche (5800m)
EVER,Everest,"Pem Tenji Sherpa (Chheskam-2, Solukhumbu)",2014 Spr,Apr 18,06:45,Nepal,M,0,No,.,Avalanche (5800m)
EVER,Everest,"Phur Temba Sherpa (Yaphu-9, Makalu-Barun)",2014 Spr,Apr 18,06:45,Nepal,M,24,No,.,Avalanche (5800m)
EVER,Everest,"Phurba Ongyal Sherpa (Pangboche, Khumbu)",2014 Spr,Apr 18,06:45,Nepal,M,25,No,.,Avalanche (5800m)
EVER,Everest,"Tenzing Chhetar Sherpa (Yilajung, Khumbu)",2014 Spr,Apr 18,06:45,Nepal,M,25,No,.,Avalanche (5800m)
EVER,Everest,"Thendorje (Thendu Dorje) Sherpa (Pangboche, Khumbu)",2014 Spr,Apr 18,06:45,Nepal,M,30,No,.,Avalanche (5800m)
EVER,Everest,"Chhewang Sherpa (Nunthala, Solukhumbu)",2014 Spr,May 01,,Nepal,M,19,No,.,Other (0m)
EVER,Everest,"Tenjin Bhote (Chepuwa-1, Makalu-Barun)",2015 Spr,Apr 24,11:55,Nepal,M,29,No,.,Avalanche (5350m)
EVER,Everest,Renu Fotedar,2015 Spr,Apr 25,11:50,Australia,F,59,No,.,Avalanche (5350m)
EVER,Everest,Daniel Paul (Dan) Fredinberg,2015 Spr,Apr 25,11:50,USA,M,33,No,.,Avalanche (5350m)
EVER,Everest,"Lhakpa Chhiring Sherpa (Khunde, Khumbu)",2015 Spr,Apr 25,11:50,Nepal,M,33,No,.,Avalanche (5350m)
EVER,Everest,Marisa Eve Girawong,2015 Spr,Apr 25,11:55,USA,F,28,No,.,Avalanche (5350m)
EVER,Everest,Krishna Kumar Kulung Rai,2015 Spr,Apr 25,11:55,Nepal,M,32,No,.,Avalanche (5350m)
EVER,Everest,Maila Rai,2015 Spr,Apr 25,11:55,Nepal,M,41,No,.,Avalanche (5350m)
EVER,Everest,"Chhimi Dawa Sherpa (Bung-9, Solukhumbu)",2015 Spr,Apr 25,11:55,Nepal,M,47,No,.,Avalanche (5350m)
EVER,Everest,"Dawa Chhiri Sherpa (Chaurikharka-2, Khumbu)",2015 Spr,Apr 25,11:55,Nepal,M,25,No,.,Avalanche (5350m)
EVER,Everest,"Jangbu Sherpa (Taksindu-5, Solukhumbu)",2015 Spr,Apr 25,11:55,Nepal,M,53,No,.,Avalanche (5350m)
EVER,Everest,"Pasang Temba Sherpa (Tengboche, Khumbu)",2015 Spr,Apr 25,11:55,Nepal,M,62,No,.,Avalanche (5350m)
EVER,Everest,"Pemba Sherpa (Taksindu-5, Solukhumbu)",2015 Spr,Apr 25,11:55,Nepal,M,19,No,.,Avalanche (5350m)
EVER,Everest,"Pemba Yishi (Hissi) Sherpa (Bung-9, Solukhumbu)",2015 Spr,Apr 25,11:55,Nepal,M,33,No,.,Avalanche (5350m)
EVER,Everest,Shiva Kumar Shrestha,2015 Spr,Apr 25,11:55,Nepal,M,25,No,.,Avalanche (5350m)
EVER,Everest,Eric Ary Arnold,2016 Spr,May 20,09:00,Netherlands,M,36,Y,Y,AMS (7900m)
EVER,Everest,Goutam Ghosh,2016 Spr,May 21,,India,M,50,Y,.,Disappearance (8700m)
EVER,Everest,Paresh Chandra Nath,2016 Spr,May 21,,India,M,58,Y,.,Disappearance (8700m)
EVER,Everest,Subhas Paul,2016 Spr,May 21,,India,M,43,Y,Y,Exhaustion (8760m)
EVER,Everest,Maria Elizabeth Strydom,2016 Spr,May 21,10:30,Australia,F,34,Y,.,AMS (7800m)
EVER,Everest,Min Bahadur Sherchan,2017 Spr,May 06,17:14,Nepal,M,85,No,.,Illness (non-AMS) (5350m)
EVER,Everest,Ravi Kumar,2017 Spr,May 20,20:00,India,M,26,Y,Y,Exhaustion (8400m)
EVER,Everest,Roland Anthony Yearwood,2017 Spr,May 20,23:59,USA,M,50,Y,.,AMS (8400m)
EVER,Everest,Francesco Enrico (Frank) Marchetti,2017 Spr,May 21,,Australia,M,53,Y,.,AMS (8220m)
EVER,Everest,Vladimir (Vlado) Strba,2017 Spr,May 21,17:00,Slovakia,M,48,No,.,AMS (7900m)
EVER,Everest,Goht Khuber Rai,2017 Spr,May 27,,Nepal,M,0,No,.,Illness (non-AMS) (5350m)
EVER,Everest,"Lama Babu Sherpa (Sakpharma, Lokhim-9, Solukhumbu)",2018 Spr,May 14,,Nepal,M,48,Y,Y,Fall (8750m)
EVER,Everest,"Pasang Nuru Sherpa (Kharikhola, Solukhumbu)",2018 Spr,May 17,,Nepal,M,40,Y,.,Exhaustion (8550m)
EVER,Everest,Georgi Petkov,2018 Spr,May 20,14:00,Macedonia,M,62,Y,.,Illness (non-AMS) (7500m)
EVER,Everest,Nobukazu Kuriki,2018 Spr,May 20,23:30,Japan,M,35,No,.,Fall (7200m)
EVER,Everest,"Damai Sarki Sherpa (Jubing-5, Solukhumbu)",2018 Spr,May 21,17:00,Nepal,M,30,Y,Y,Crevasse (6440m)
EVER,Everest,Ravi Thakur,2019 Spr,May 16,11:00,India,M,27,Y,Y,AMS (7900m)
EVER,Everest,Seamus Sean Lawless,2019 Spr,May 16,16:00,Ireland,M,39,Y,Y,Fall (7900m)
EVER,Everest,Donald Lynn Cash,2019 Spr,May 22,,USA,M,54,Y,Y,Exhaustion (8760m)
EVER,Everest,Anjali Sharad Kulkarni,2019 Spr,May 22,,India,F,53,Y,.,Exhaustion (8400m)
EVER,Everest,Nihal Ashpak Bagwan,2019 Spr,May 23,,India,M,26,Y,Y,Exhaustion (7900m)
EVER,Everest,Kalpana Dash,2019 Spr,May 23,,India,F,52,Y,Y,Exhaustion (8400m)
EVER,Everest,Kevin Gerard Hynes,2019 Spr,May 23,,Ireland,M,56,Y,.,Exhaustion (7000m)
EVER,Everest,Ernst Landgraf,2019 Spr,May 23,,Austria,M,64,Y,Y,Fall (8680m)
EVER,Everest,Dhruba Bista,2019 Spr,May 24,,Nepal,M,32,Y,.,AMS (7100m)
EVER,Everest,Robin Haynes Fisher,2019 Spr,May 25,,UK,M,44,Y,Y,AMS (8700m)
EVER,Everest,Christopher Jon Kulish,2019 Spr,May 27,16:00,USA,M,62,Y,Y,AMS (7900m)
FANG,Fang,Herbert Obernosterer,1979 Spr,May 02,19:30,Austria,M,26,No,.,Fall (6300m)
FANG,Fang, Unknown,1979 Aut,Oct 09,,Nepal,M,0,No,.,Fall (0m)
FANG,Fang,Yea-Hoon Kim,1997 Aut,Nov 08,,S Korea,M,25,No,.,Fall (7200m)
FIRN,Firnkopf,Karl Reiss,1954 Spr,May 31,,Austria,M,29,No,.,Illness (non-AMS) (6300m)
GAN1,Ganesh I,Eric Gauchat,1955 Aut,Oct 24,15:10,Switzerland,M,0,No,Y,Fall (6800m)
GAN2,Ganesh II,Kaoru Kuroiwa,1980 Aut,Oct 09,,Japan,M,26,No,.,Avalanche (5600m)
GAN2,Ganesh II,Masaru Mizuno,1980 Aut,Oct 09,,Japan,M,22,No,.,Avalanche (5600m)
GAN2,Ganesh II,Hiroshi Terui,1980 Aut,Oct 09,,Japan,M,35,No,.,Avalanche (5600m)
GAN3,Ganesh III,Andrzej Hartman,1983 Aut,Oct 23,13:00,Poland,M,34,No,.,Fall (6500m)
GAN4,Ganesh IV,David Sloane,1981 Spr,Apr 23,10:00,Australia,M,23,No,.,Avalanche (5800m)
GAN4,Ganesh IV,Boguslaw Janczala,1985 Aut,Nov 08,,Poland,M,29,No,.,Avalanche (6700m)
GAN4,Ganesh IV,Krysztof Przystal,1985 Aut,Nov 08,,Poland,M,27,No,.,Avalanche (6700m)
GAN4,Ganesh IV,Karol Sopicki,1985 Aut,Nov 08,,Poland,M,33,No,.,Avalanche (6700m)
GAN5,Ganesh V,Stefan Cieslar,2006 Aut,Oct 27,,France,M,36,No,.,Avalanche (5500m)
GAN5,Ganesh V,Jean-Baptiste Moreau,2006 Aut,Oct 27,,France,M,28,No,.,Avalanche (5500m)
GAN5,Ganesh V,Raphael Perrissin,2006 Aut,Oct 27,,France,M,30,No,.,Avalanche (5500m)
GAN5,Ganesh V,Vincent Villedieu,2006 Aut,Oct 27,,France,M,31,No,.,Avalanche (5500m)
GANG,Gangapurna,Masuo Hakoyama,1971 Aut,Oct 16,,Japan,M,0,No,.,Avalanche (5900m)
GANG,Gangapurna,Nawang Chottar Sherpa,1971 Aut,Oct 16,,Nepal,M,24,No,.,Avalanche (5900m)
GANG,Gangapurna,Ang Pemba Sherpa,1971 Aut,Oct 16,,Nepal,M,29,No,.,Avalanche (5900m)
GANG,Gangapurna,Ang Gyalzen Sherpa,1971 Aut,Oct 16,,Nepal,M,28,No,.,Avalanche (5900m)
GANG,Gangapurna,Kohei Sasakawa,1971 Aut,Oct 16,,Japan,M,0,No,.,Avalanche (5900m)
GANG,Gangapurna,Iwao Ogiso,1971 Aut,Oct 16,,Japan,M,0,No,.,Avalanche (5900m)
GANG,Gangapurna,"Girme Dorje Sherpa (Khunde, Khumbu)",1971 Aut,Oct 18,,Nepal,M,36,No,Y,Avalanche (6300m)
GANG,Gangapurna,Pemba Norbu Sherpa,1971 Aut,Oct 18,,Nepal,M,36,No,.,Avalanche (6300m)
GANG,Gangapurna,Takeshi Sakamoto,1981 Aut,Sep 29,06:00,Japan,M,29,No,.,Avalanche (6750m)
GANG,Gangapurna,Akira Suzuki,1981 Aut,Sep 29,06:00,Japan,M,24,No,.,Avalanche (6750m)
GANG,Gangapurna,Deepak Prasai,2009 Spr,Apr 28,,Nepal,M,32,No,.,AMS (3900m)
GAUR,Gaurishankar,Kensaku Sakai,1985 Spr,May 10,,Japan,M,28,No,.,Fall (5900m)
GIMM,Gimmigela Chuli,Masanori Sato,1993 Aut,Oct 18,07:30,Japan,M,30,No,.,Crevasse (7000m)
GIMM,Gimmigela Chuli,Kazunori Chikui,1994 Aut,Nov 10,,Japan,M,0,No,Y,Exposure/Frostbite (6900m)
GIMM,Gimmigela Chuli,Ishimori Takashima,1994 Aut,Nov 10,,Japan,M,0,No,Y,Exposure/Frostbite (6900m)
GURJ,Gurja Himal,Francois Soubrane,1976 Spr,May 05,15:00,France,M,34,No,Y,Fall (6800m)
GURJ,Gurja Himal,Christine Ertlen,1976 Spr,May 05,15:00,France,F,22,No,Y,Fall (6800m)
GURJ,Gurja Himal,Shoichi Kobayashi,1985 Spr,Apr 29,15:30,Japan,M,44,No,Y,Fall (6800m)
GURJ,Gurja Himal,Cezar Vergulescu,1985 Spr,May 15,,Romania,M,26,No,.,Falling Rock/Ice (6000m)
GURJ,Gurja Himal,"Chhiring Bhote (Hatiya-2, Makalu-Barun)",2018 Aut,Oct 10,,Nepal,M,31,No,.,Avalanche (3800m)
GURJ,Gurja Himal,Il-Jin Rim,2018 Aut,Oct 10,,S Korea,M,48,No,.,Avalanche (3800m)
GURJ,Gurja Himal,Jae-Hun Lee,2018 Aut,Oct 10,,S Korea,M,24,No,.,Avalanche (3800m)
GURJ,Gurja Himal,Chang-Ho Kim,2018 Aut,Oct 10,,S Korea,M,49,No,.,Avalanche (3800m)
GURJ,Gurja Himal,Joon-Mo Jeong,2018 Aut,Oct 10,,S Korea,M,54,No,.,Avalanche (3800m)
GURJ,Gurja Himal,Natra Bahadur Chantel,2018 Aut,Oct 10,,Nepal,M,29,No,.,Avalanche (3800m)
GURJ,Gurja Himal,"Phurbu Bhote (Hatiya-6, Makalu-Barun)",2018 Aut,Oct 10,,Nepal,M,22,No,.,Avalanche (3800m)
GURJ,Gurja Himal,"Lakpa Sangbu Bhote (Hatiya-6, Makalu-Barun)",2018 Aut,Oct 10,,Nepal,M,23,No,.,Avalanche (3800m)
GURJ,Gurja Himal,Young-Jik Yoo,2018 Aut,Oct 10,,S Korea,M,45,No,.,Avalanche (3800m)
GYAC,Gyachung Kang,Akio Otaki,1964 Spr,Apr 09,11:45,Japan,M,29,Y,.,Fall (7750m)
GYAC,Gyachung Kang,Shinichi Baba,1988 Aut,Oct 17,17:00,Japan,M,28,No,.,Fall (7300m)
HIME,Himalchuli East,Herbert Maddock,1953 Spr,Jun 21,,UK,M,23,No,.,Other (0m)
HIME,Himalchuli East,Arthur Herbert Firman,1955 Spr,May 16,,UK,M,42,No,.,Falling Rock/Ice (0m)
HIME,Himalchuli East,Nima Tenzing Sherpa,1959 Spr,May 04,,Nepal,M,0,Y,.,AMS (5790m)
HIME,Himalchuli East,Kazi Sherpa,1960 Spr,May 03,05:00,Nepal,M,0,No,.,Falling Rock/Ice (5180m)
HIME,Himalchuli East,Yoshiharu Kondo,1977 Spr,May 13,,Japan,M,33,No,.,Falling Rock/Ice (7400m)
HIME,Himalchuli East,"Lhakpa Norbu Sherpa (Thami, Khumbu)",1978 Spr,Apr 11,,Nepal,M,38,No,.,Other (0m)
HIME,Himalchuli East,Masayuki Fujita,1983 Aut,Oct 06,09:10,Japan,M,31,No,.,Fall (6300m)
HIME,Himalchuli East,Nobuhiro Hase,1983 Aut,Oct 06,09:10,Japan,M,27,No,.,Fall (6300m)
HIME,Himalchuli East,Peter Greskovits,1985 Spr,May 16,15:00,Hungary,M,33,No,.,Fall (6500m)
HIME,Himalchuli East,Sandor Csanadi,1985 Spr,May 16,15:00,Hungary,M,36,No,.,Fall (6500m)
HIME,Himalchuli East,Hizuru Nakamura,1986 Aut,Oct 26,,Japan,M,31,Y,Y,Fall (7800m)
HIME,Himalchuli East,Jacek (Jerzy) Klincewicz,1986 Win,Dec 30,12:00,Poland,M,34,No,.,Fall (4700m)
HIME,Himalchuli East,Chai-Hong Chung,1989 Aut,Sep 14,,S Korea,M,62,Y,.,AMS (4950m)
HIMJ,Himjung,Ayumi Nozawai,2003 Aut,Oct 02,12:00,Japan,M,39,No,.,Avalanche (6000m)
HIML,Himlung Himal,"Kaji Sherpa (Khijiphalate-9, Okhaldhunga)",2013 Aut,Sep 29,10:15,Nepal,M,42,No,.,Avalanche (6100m)
HIML,Himlung Himal,"Ngim Pasang Sherpa (Jubing-3, Solukhumbu)",2013 Aut,Sep 29,10:15,Nepal,M,35,No,.,Avalanche (6100m)
HIML,Himlung Himal,"Tendi Sherpa (Sanam, Gudel-4, Solukhumbu)",2013 Aut,Sep 29,10:15,Nepal,M,44,No,.,Avalanche (5850m)
HIML,Himlung Himal,"Mingmar Sherpa (Taksindu-6, Solukhumbu)",2016 Aut,Sep 27,,Nepal,M,42,No,.,Avalanche (6700m)
HIML,Himlung Himal,Fernando Sanchez Grassa,2019 Aut,Nov 01,,Spain,M,43,No,Y,AMS (6300m)
HIMN,Himalchuli North,Guenther Eisendle,1986 Aut,Oct 16,,Italy,M,22,No,.,Avalanche (6500m)
HIMN,Himalchuli North,Peter Wauer,1986 Aut,Oct 16,,W Germany,M,19,No,.,Avalanche (6500m)
HIMN,Himalchuli North,Wolfgang Weinzierl,1986 Aut,Oct 16,,W Germany,M,39,No,.,Avalanche (6500m)
HIUP,Hiunchuli,Hiroko Fuji,1979 Aut,Oct 09,14:30,Japan,F,28,No,.,Avalanche (4000m)
HIUP,Hiunchuli,Noriko Yamazaki,1979 Aut,Oct 09,14:30,Japan,F,28,No,.,Avalanche (4000m)
HIUP,Hiunchuli,Pasang Sherpa,1979 Aut,Oct 09,14:30,Nepal,M,0,No,.,Avalanche (4000m)
HIUP,Hiunchuli,Jun-Young Min,2009 Aut,Sep 25,,S Korea,M,0,No,.,Disappearance (5350m)
HIUP,Hiunchuli,Jong-Sung Park,2009 Aut,Sep 25,,S Korea,M,0,No,.,Disappearance (5350m)
JANE,Jannu East,Damjan Vidmar,1992 Aut,Sep 04,,Slovenia,M,31,No,.,Other (1000m)
JANE,Jannu East,Ziga Petric,1996 Aut,Oct 05,,Slovenia,M,25,No,.,Other (6000m)
JANE,Jannu East,Bojan Pockar,1996 Aut,Oct 05,,Slovenia,M,33,No,.,Other (6000m)
JANU,Jannu,Keiichi Oki,1976 Spr,Feb 02,17:45,Japan,M,0,No,.,AMS (4200m)
JANU,Jannu, Unknown,1979 Spr,Dec 31,,Nepal,M,0,No,.,Illness (non-AMS) (4400m)
JANU,Jannu,Keith Eggerton,1986 Aut,Nov 01,,Australia,M,30,No,.,AMS (6950m)
JANU,Jannu,Rudolf De Koning,1987 Aut,Oct 14,19:00,Netherlands,M,37,No,Y,Avalanche (5550m)
JANU,Jannu,Ger Friele,1987 Aut,Oct 14,19:00,Netherlands,M,30,No,Y,Avalanche (5550m)
JETH,Jethi Bahurani,Ang Temba Sherpa,1972 Aut,Oct 27,20:00,Nepal,M,0,No,.,Illness (non-AMS) (5100m)
JONG,Jongsang,Andrej Markovic,2000 Aut,Oct 06,20:00,Slovenia,M,24,No,.,Fall (7200m)
KAN1,Kande Hiunchuli North  I,Andrew C. F. Russell,1977 Spr,May 01,12:00,UK,M,25,No,.,Avalanche (5330m)
KANG,Kangchenjunga, Unknown,1905 Sum,Dec 31,,Nepal/India?,M,0,No,.,Fall (6100m)
KANG,Kangchenjunga, Unknown,1905 Sum,Sep 01,,Nepal/India?,M,0,No,.,Fall (6300m)
KANG,Kangchenjunga,Alexis A. Pache,1905 Sum,Sep 01,,Switzerland,M,0,No,.,Fall (6300m)
KANG,Kangchenjunga, Unknown,1905 Sum,Sep 01,,Nepal/India?,M,0,No,.,Fall (6300m)
KANG,Kangchenjunga, Unknown,1905 Sum,Sep 01,,Nepal/India?,M,0,No,.,Fall (6300m)
KANG,Kangchenjunga,Edgar Francis Farmer,1929 Spr,May 27,,USA,M,0,No,.,Disappearance (6000m)
KANG,Kangchenjunga,Chettan Sherpa,1930 Spr,May 08,,Nepal,M,0,No,.,Avalanche (6000m)
KANG,Kangchenjunga,Babu Lall ,1931 Sum,Dec 31,,Nepal,M,0,No,.,Illness (non-AMS) (4600m)
